adeclass
https://ogcblocks.org/CityGML/3.0/core#AbstractLogicalSpace
https://ogcblocks.org/CityGML/3.0/core#AbstractSpace
https://ogcblocks.org/CityGML/3.0/core#AbstractPhysicalSpace
https://ogcblocks.org/CityGML/3.0/core#AbstractCityObject
https://ogcblocks.org/CityGML/3.0/core#AbstractAppearance
https://ogcblocks.org/CityGML/3.0/core#AbstractDynamizer
https://ogcblocks.org/CityGML/3.0/core#AbstractGenericAttribute
https://ogcblocks.org/CityGML/3.0/core#AbstractSpaceBoundary
https://ogcblocks.org/CityGML/3.0/core#AbstractUnoccupiedSpace
https://ogcblocks.org/CityGML/3.0/core#AbstractThematicSurface
https://ogcblocks.org/CityGML/3.0/core#AbstractOccupiedSpace
https://ogcblocks.org/CityGML/3.0/core#AbstractPointCloud
https://ogcblocks.org/CityGML/3.0/core#AbstractFeatureWithLifespan
https://ogcblocks.org/CityGML/3.0/core#AbstractVersion
https://ogcblocks.org/CityGML/3.0/core#AbstractVersionTransition
https://ogcblocks.org/CityGML/3.0/core#AbstractFeature
https://ogcblocks.org/CityGML/3.0/building#AbstractBuildingSubdivision
https://ogcblocks.org/CityGML/3.0/relief#AbstractReliefComponent
https://ogcblocks.org/CityGML/3.0/construction#AbstractConstructionSurface
https://ogcblocks.org/CityGML/3.0/construction#AbstractFillingSurface
https://ogcblocks.org/CityGML/3.0/waterbody#AbstractWaterBoundarySurface
https://ogcblocks.org/CityGML/3.0/construction#AbstractConstruction
https://ogcblocks.org/CityGML/3.0/construction#AbstractConstructiveElement
https://ogcblocks.org/CityGML/3.0/construction#AbstractFillingElement
https://ogcblocks.org/CityGML/3.0/construction#AbstractInstallation
https://ogcblocks.org/CityGML/3.0/vegetation#AbstractVegetationObject
https://ogcblocks.org/CityGML/3.0/transportation#AbstractTransportationSpace
https://ogcblocks.org/CityGML/3.0/appearance#AbstractSurfaceData
https://ogcblocks.org/CityGML/3.0/dynamizer#AbstractTimeseries
https://ogcblocks.org/CityGML/3.0/versioning#ADEOfVersion
https://ogcblocks.org/CityGML/3.0/versioning#ADEOfVersionTransition
https://ogcblocks.org/CityGML/3.0/tunnel#AbstractTunnel
https://ogcblocks.org/CityGML/3.0/dynamizer#AbstractAtomicTimeseries
https://ogcblocks.org/CityGML/3.0/bridge#AbstractBridge
https://ogcblocks.org/CityGML/3.0/building#AbstractBuilding
https://ogcblocks.org/CityGML/3.0/appearance#AbstractTexture
https://ogcblocks.org/CityGML/3.0/appearance#AbstractTextureParameterization
